<0, 7328, 7766, 8148>
<1, 7328, 7712, 8090>
<2, 7352, 7660, 7988>
<3, 7348, 7634, 7970>
<4, 7328, 7598, 7966>
<5, 7286, 7572, 8042>
<6, 7290, 7566, 7922>
<7, 7228, 7550, 7934>
<8, 7250, 7530, 7920>
<9, 7232, 7518, 7888>
<10, 7222, 7516, 7858>
<11, 7188, 7498, 7828>
<12, 7188, 7478, 7924>
<13, 7208, 7452, 7788>
<14, 7192, 7446, 7818>
<15, 7182, 7438, 7778>
<16, 7176, 7428, 7876>
<17, 7158, 7420, 7888>
<18, 7148, 7400, 7742>
<19, 7104, 7394, 7848>
<20, 7108, 7370, 7826>
<21, 7104, 7344, 7850>
<22, 7114, 7320, 7742>
<23, 7106, 7284, 7926>
<24, 7084, 7262, 7648>
<25, 7084, 7238, 7800>
<26, 7076, 7226, 7656>
<27, 7060, 7222, 8012>
<28, 7060, 7208, 7852>
<29, 7042, 7192, 7646>
<30, 7042, 7188, 7672>
<31, 7046, 7180, 7606>
<32, 7046, 7178, 7688>
<33, 7040, 7170, 7552>
<34, 7014, 7166, 7612>
<35, 7022, 7150, 7532>
<36, 6984, 7138, 7562>
<37, 6958, 7134, 7648>
<38, 6984, 7138, 7650>
<39, 6976, 7146, 7562>
<40, 6976, 7158, 7570>
<41, 6984, 7150, 7564>
<42, 6992, 7150, 7740>
<43, 6984, 7138, 7774>
<44, 6984, 7128, 7704>
<45, 6972, 7126, 7720>
<46, 6978, 7122, 7780>
<47, 6978, 7114, 7610>
<48, 6964, 7114, 7654>
<49, 6964, 7112, 7658>
<50, 6972, 7098, 7580>
<51, 6950, 7094, 7750>
<52, 6960, 7096, 7592>
<53, 6964, 7096, 7590>
<54, 6964, 7124, 7560>
<55, 6964, 7108, 7572>
<56, 6962, 7096, 7612>
<57, 6960, 7088, 7714>
<58, 6938, 7066, 7536>
<59, 6938, 7056, 7608>
<60, 6942, 7044, 7590>
<61, 6942, 7044, 7644>
<62, 6942, 7042, 7556>
<63, 6942, 7038, 7520>
<64, 6942, 7024, 7566>
<65, 6942, 7024, 7554>
<66, 6942, 7024, 7516>
<67, 6938, 7024, 7564>
<68, 6934, 7034, 7720>
<69, 6936, 7036, 7686>
<70, 6936, 7040, 7584>
<71, 6934, 7032, 7622>
<72, 6936, 7022, 7542>
<73, 6936, 7002, 7546>
<74, 6934, 7010, 7628>
<75, 6934, 7014, 7558>
<76, 6934, 7020, 7632>
<77, 6934, 7016, 7604>
<78, 6932, 7002, 7678>
<79, 6934, 6994, 7516>
<80, 6934, 6996, 7654>
<81, 6934, 6994, 7380>
<82, 6934, 6994, 7452>
<83, 6934, 6990, 7482>
<84, 6934, 6998, 7492>
<85, 6934, 6990, 7552>
<86, 6934, 6986, 7476>
<87, 6934, 6982, 7476>
<88, 6934, 6980, 7526>
<89, 6934, 6980, 7574>
<90, 6934, 6988, 7724>
<91, 6932, 6972, 7466>
<92, 6932, 6946, 7430>
<93, 6932, 6948, 7482>
<94, 6932, 6950, 7536>
<95, 6932, 6960, 7596>
<96, 6932, 6966, 7538>
<97, 6930, 6976, 7532>
<98, 6930, 6964, 7528>
<99, 6930, 6950, 7480>
<100, 6930, 6970, 7528>
<101, 6930, 6962, 7574>
<102, 6930, 6962, 7604>
<103, 6930, 6960, 7514>
<104, 6930, 6964, 7584>
<105, 6930, 6978, 7516>
<106, 6930, 6982, 7650>
<107, 6930, 6984, 7568>
<108, 6930, 6986, 7510>
<109, 6930, 6986, 7530>
<110, 6930, 6980, 7388>
<111, 6930, 6978, 7514>
<112, 6930, 6980, 7570>
<113, 6930, 6982, 7650>
<114, 6930, 6984, 7586>
<115, 6930, 6998, 7480>
<116, 6930, 6990, 7442>
<117, 6930, 6992, 7516>
<118, 6930, 6978, 7522>
<119, 6930, 6974, 7368>
<120, 6930, 6978, 7506>
<121, 6930, 6988, 7474>
<122, 6930, 6978, 7774>
<123, 6930, 6956, 7564>
<124, 6930, 6956, 7572>
<125, 6930, 6956, 7492>
<126, 6930, 6972, 7580>
<127, 6930, 6986, 7504>
<128, 6930, 6960, 7722>
<129, 6930, 6966, 7522>
<130, 6930, 6960, 7450>
<131, 6930, 6966, 7526>
<132, 6930, 6966, 7538>
<133, 6930, 6998, 7500>
<134, 6930, 6986, 7388>
<135, 6930, 6960, 7534>
<136, 6930, 6966, 7534>
<137, 6930, 7000, 7368>
<138, 6930, 6986, 7644>
<139, 6930, 6966, 7496>
<140, 6930, 6966, 7500>
<141, 6930, 6978, 7560>
<142, 6930, 6998, 7648>
<143, 6930, 6978, 7588>
<144, 6930, 6978, 7546>
<145, 6930, 6986, 7656>
<146, 6930, 6978, 7566>
<147, 6930, 6982, 7460>
<148, 6930, 6982, 7650>
<149, 6930, 6982, 7438>
<150, 6930, 7010, 7564>
<151, 6930, 6992, 7522>
<152, 6930, 6984, 7518>
<153, 6930, 6982, 7514>
<154, 6930, 6992, 7542>
<155, 6930, 7006, 7610>
<156, 6930, 6998, 7576>
<157, 6930, 7002, 7610>
<158, 6930, 6994, 7598>
<159, 6930, 6974, 7516>
<160, 6930, 6958, 7484>
<161, 6930, 6960, 7350>
<162, 6930, 6966, 7558>
<163, 6930, 6966, 7506>
<164, 6930, 6966, 7472>
<165, 6930, 6966, 7512>
<166, 6930, 6966, 7422>
<167, 6928, 6954, 7418>
<168, 6930, 6954, 7428>
<169, 6930, 6958, 7448>
<170, 6930, 6974, 7512>
<171, 6930, 6966, 7572>
<172, 6930, 6954, 7506>
<173, 6930, 6948, 7800>
<174, 6928, 6956, 7428>
<175, 6928, 6956, 7542>
<176, 6930, 6954, 7740>
<177, 6928, 6968, 7666>
<178, 6928, 7034, 7732>
<179, 6928, 7052, 7666>
<180, 6928, 6948, 7488>
<181, 6928, 6948, 7622>
<182, 6928, 6948, 7436>
<183, 6928, 6948, 7490>
<184, 6928, 6948, 7400>
<185, 6928, 6946, 7398>
<186, 6928, 6946, 7474>
<187, 6928, 6938, 7476>
<188, 6928, 6938, 7474>
<189, 6928, 6942, 7474>
<190, 6928, 6978, 7522>
<191, 6928, 6978, 7492>
<192, 6928, 6998, 7498>
<193, 6928, 7022, 7468>
<194, 6928, 7030, 7498>
<195, 6928, 6998, 7428>
<196, 6928, 6974, 7500>
<197, 6928, 6950, 7372>
<198, 6928, 6950, 7494>
<199, 6928, 6946, 7366>
<200, 6928, 6934, 7250>
<201, 6928, 6936, 7530>
<202, 6928, 6934, 7428>
<203, 6928, 6950, 7384>
<204, 6928, 6964, 7626>
<205, 6928, 6966, 7376>
<206, 6928, 6956, 7440>
<207, 6928, 6954, 7552>
<208, 6928, 6968, 7420>
<209, 6928, 6978, 7490>
<210, 6928, 6968, 7498>
<211, 6928, 6950, 7582>
<212, 6928, 6950, 7438>
<213, 6928, 6954, 7468>
<214, 6928, 6958, 7402>
<215, 6928, 6966, 7334>
<216, 6928, 6968, 7480>
<217, 6928, 6980, 7396>
<218, 6928, 6968, 7500>
<219, 6928, 6954, 7446>
<220, 6928, 6968, 7416>
<221, 6928, 6968, 7576>
<222, 6928, 6942, 7604>
<223, 6928, 6942, 7576>
<224, 6928, 6952, 7432>
<225, 6928, 6980, 7554>
<226, 6928, 6974, 7554>
<227, 6928, 6940, 7670>
<228, 6928, 6940, 7644>
<229, 6928, 6944, 7538>
<230, 6928, 6946, 7644>
<231, 6928, 6954, 7464>
<232, 6928, 6980, 7506>
<233, 6928, 6992, 7626>
<234, 6928, 6994, 7460>
<235, 6928, 6978, 7446>
<236, 6928, 6978, 7470>
<237, 6928, 6966, 7378>
<238, 6928, 6980, 7470>
<239, 6928, 6980, 7378>
<240, 6928, 6980, 7378>
<241, 6928, 6982, 7452>
<242, 6928, 6980, 7362>
<243, 6928, 6994, 7488>
<244, 6928, 7018, 7524>
<245, 6928, 7000, 7582>
<246, 6928, 6958, 7464>
<247, 6928, 6950, 7488>
<248, 6928, 6946, 7596>
<249, 6928, 6964, 7538>
<250, 6928, 6946, 7634>
<251, 6928, 6942, 7520>
<252, 6928, 6942, 7512>
<253, 6928, 6942, 7558>
<254, 6928, 6942, 7558>
<255, 6928, 6990, 7520>
<256, 6928, 6970, 7340>
<257, 6928, 6996, 7474>
<258, 6928, 6988, 7558>
<259, 6928, 6988, 7408>
<260, 6928, 6988, 7392>
<261, 6928, 6996, 7382>
<262, 6928, 6990, 7484>
<263, 6928, 6980, 7390>
<264, 6928, 6980, 7442>
<265, 6928, 6984, 7520>
<266, 6928, 6988, 7274>
<267, 6928, 6980, 7560>
<268, 6928, 6980, 7464>
<269, 6928, 6976, 7464>
<270, 6928, 6956, 7474>
<271, 6928, 6956, 7500>
<272, 6928, 6976, 7530>
<273, 6928, 6980, 7512>
<274, 6928, 6956, 7564>
<275, 6928, 6956, 7564>
<276, 6928, 6968, 7698>
<277, 6928, 6972, 7564>
<278, 6928, 6980, 7718>
<279, 6928, 6980, 7614>
<280, 6928, 6980, 7548>
<281, 6928, 6980, 7572>
<282, 6928, 6988, 7564>
<283, 6928, 7016, 7642>
<284, 6928, 7020, 7716>
<285, 6928, 7020, 7604>
<286, 6928, 7020, 7524>
<287, 6928, 6974, 7528>
<288, 6928, 6974, 7596>
<289, 6928, 6974, 7502>
<290, 6928, 6968, 7548>
<291, 6928, 6950, 7510>
<292, 6928, 6968, 7510>
<293, 6928, 6968, 7490>
<294, 6928, 6980, 7500>
<295, 6928, 6980, 7432>
<296, 6928, 6980, 7378>
<297, 6928, 6980, 7458>
<298, 6928, 6992, 7462>
<299, 6928, 6980, 7366>
<300, 6928, 6974, 7412>
<301, 6928, 6974, 7472>
