0, 7372, 7762, 8144
1, 7390, 7728, 8080
2, 7374, 7700, 8092
3, 7244, 7670, 8002
4, 7244, 7638, 8028
5, 7244, 7626, 8012
6, 7280, 7612, 7956
7, 7262, 7600, 8018
8, 7230, 7596, 7982
9, 7250, 7582, 8098
10, 7228, 7582, 7964
11, 7278, 7574, 8038
12, 7260, 7568, 7902
13, 7250, 7552, 7978
14, 7278, 7544, 7934
15, 7244, 7542, 7916
16, 7212, 7538, 7908
17, 7212, 7526, 8022
18, 7198, 7522, 7956
19, 7162, 7528, 7970
20, 7194, 7518, 7926
21, 7228, 7512, 7922
22, 7210, 7512, 7978
23, 7200, 7520, 7974
24, 7132, 7500, 7876
25, 7132, 7484, 7932
26, 7132, 7476, 8056
27, 7132, 7486, 7928
28, 7152, 7478, 7852
29, 7148, 7452, 7904
30, 7148, 7450, 7918
31, 7102, 7444, 7890
32, 7094, 7428, 7896
33, 7122, 7434, 8000
34, 7136, 7442, 7862
35, 7142, 7426, 7838
36, 7150, 7412, 7872
37, 7144, 7414, 7880
38, 7120, 7420, 7838
39, 7126, 7426, 7892
40, 7114, 7420, 7824
41, 7098, 7424, 7922
42, 7098, 7424, 7918
43, 7106, 7420, 7910
44, 7084, 7408, 7968
45, 7086, 7408, 7904
46, 7084, 7404, 7864
47, 7116, 7392, 7812
48, 7094, 7384, 7902
49, 7112, 7374, 7972
50, 7098, 7390, 7910
51, 7064, 7380, 7920
52, 7088, 7384, 7824
53, 7066, 7366, 7872
54, 7050, 7358, 7864
55, 7094, 7372, 7834
56, 7098, 7366, 7874
57, 7076, 7370, 7884
58, 7086, 7386, 7844
59, 7086, 7388, 7952
60, 7048, 7394, 8010
61, 7080, 7398, 7852
62, 7078, 7374, 7834
63, 7068, 7374, 7830
64, 7068, 7378, 7808
65, 7090, 7374, 7938
66, 7112, 7380, 7818
67, 7058, 7372, 7936
68, 7058, 7366, 7898
69, 7088, 7370, 7988
70, 7072, 7372, 7826
71, 7062, 7370, 7916
72, 7066, 7386, 7866
73, 7098, 7390, 7898
74, 7122, 7396, 7922
75, 7116, 7388, 7886
76, 7110, 7390, 7798
77, 7104, 7380, 7836
78, 7100, 7394, 7884
79, 7100, 7380, 7838
80, 7116, 7378, 7874
81, 7096, 7376, 7952
82, 7098, 7402, 7856
83, 7088, 7384, 7850
84, 7116, 7372, 7996
85, 7116, 7386, 7828
86, 7088, 7366, 7860
87, 7068, 7368, 7874
88, 7078, 7364, 7932
89, 7078, 7362, 7978
90, 7078, 7366, 7922
91, 7090, 7370, 7990
92, 7076, 7380, 7848
93, 7106, 7362, 7792
94, 7076, 7362, 7882
95, 7076, 7360, 7864
96, 7082, 7362, 7816
97, 7056, 7354, 7898
98, 7054, 7352, 7972
99, 7090, 7358, 7790
100, 7072, 7354, 7884
101, 7084, 7340, 7818
102, 7072, 7346, 7898
103, 7054, 7352, 7822
104, 7048, 7364, 7854
105, 7046, 7362, 7924
106, 7072, 7374, 7920
107, 7072, 7378, 7844
108, 7036, 7372, 7874
109, 7066, 7384, 7914
110, 7062, 7376, 7954
111, 7062, 7384, 7918
112, 7090, 7382, 7822
113, 7088, 7386, 7944
114, 7094, 7366, 7836
115, 7092, 7364, 7858
116, 7086, 7358, 7896
117, 7086, 7362, 7858
118, 7074, 7362, 7950
119, 7074, 7366, 7924
120, 7086, 7388, 7912
121, 7084, 7400, 7874
122, 7098, 7404, 7902
123, 7058, 7394, 7970
124, 7104, 7402, 7920
125, 7084, 7406, 7918
126, 7070, 7408, 7966
127, 7070, 7406, 7962
128, 7104, 7408, 7960
129, 7090, 7400, 7880
130, 7066, 7404, 7874
131, 7088, 7390, 7986
132, 7092, 7402, 7832
133, 7094, 7404, 7866
134, 7094, 7392, 7980
135, 7088, 7394, 7842
136, 7086, 7384, 7916
137, 7094, 7384, 7888
138, 7112, 7396, 8088
139, 7080, 7400, 7958
140, 7080, 7398, 7882
141, 7070, 7388, 7852
142, 7070, 7386, 7986
143, 7092, 7372, 7920
144, 7098, 7374, 7944
145, 7054, 7370, 7810
146, 7074, 7366, 7850
147, 7074, 7352, 7852
148, 7074, 7342, 7874
149, 7056, 7330, 7958
150, 7070, 7338, 7960
151, 7060, 7346, 7790
152, 7070, 7358, 7916
153, 7090, 7360, 7962
154, 7074, 7374, 7946
155, 7054, 7374, 8008
156, 7072, 7362, 7984
157, 7080, 7368, 7970
158, 7050, 7362, 7932
159, 7060, 7348, 7900
160, 7074, 7356, 7878
161, 7048, 7340, 7868
162, 7082, 7332, 7860
163, 7046, 7340, 7816
164, 7046, 7340, 7896
165, 7070, 7334, 7848
166, 7068, 7324, 7970
167, 7044, 7336, 7926
168, 7042, 7340, 7896
169, 7066, 7324, 7800
170, 7036, 7318, 7830
171, 7054, 7312, 7852
172, 7056, 7316, 7898
173, 7052, 7326, 7762
174, 7034, 7300, 7842
175, 7044, 7302, 7842
176, 7046, 7316, 7852
177, 7074, 7318, 7912
178, 7046, 7318, 7834
179, 7070, 7326, 7856
180, 7058, 7330, 7838
181, 7046, 7338, 7814
182, 7084, 7328, 7784
183, 7078, 7330, 7806
184, 7054, 7316, 7862
185, 7052, 7336, 7940
186, 7054, 7374, 8058
187, 7038, 7390, 7884
188, 7048, 7378, 7860
189, 7060, 7362, 7830
190, 7036, 7374, 7876
191, 7036, 7348, 7876
192, 7052, 7340, 7856
193, 7052, 7336, 7864
194, 7038, 7342, 7926
195, 7046, 7342, 8106
196, 7058, 7344, 7872
197, 7076, 7348, 7798
198, 7060, 7334, 7870
199, 7064, 7334, 7912
200, 7076, 7330, 7890
201, 7080, 7322, 7984
202, 7068, 7326, 7788
203, 7066, 7318, 7854
204, 7064, 7316, 7894
205, 7084, 7320, 7866
206, 7084, 7310, 7880
207, 7062, 7328, 7894
208, 7056, 7326, 8008
209, 7062, 7318, 7848
210, 7060, 7312, 7832
211, 7050, 7332, 7934
212, 7062, 7338, 7912
213, 7062, 7338, 7832
214, 7060, 7324, 7830
215, 7070, 7328, 7890
216, 7070, 7340, 7918
217, 7058, 7342, 7890
218, 7060, 7330, 7838
219, 7072, 7332, 7888
220, 7076, 7332, 7828
221, 7076, 7320, 8018
222, 7062, 7316, 7884
223, 7040, 7296, 7824
224, 7070, 7292, 7884
225, 7058, 7298, 7860
226, 7038, 7276, 7852
227, 7038, 7266, 7754
228, 7038, 7282, 7888
229, 7066, 7300, 7878
230, 7074, 7302, 7842
231, 7050, 7284, 7938
232, 7050, 7298, 7874
233, 7064, 7300, 7836
234, 7056, 7306, 7900
235, 7050, 7320, 7814
236, 7050, 7320, 7828
237, 7058, 7326, 7870
238, 7070, 7318, 7832
239, 7050, 7338, 7970
240, 7032, 7352, 7848
241, 7058, 7342, 7892
242, 7044, 7324, 7856
243, 7066, 7314, 7858
244, 7062, 7338, 8016
245, 7076, 7332, 7814
246, 7036, 7334, 8046
247, 7056, 7348, 8018
248, 7056, 7344, 7902
249, 7082, 7346, 7978
250, 7078, 7350, 8028
251, 7082, 7336, 7922
252, 7074, 7336, 7918
253, 7048, 7338, 7814
254, 7082, 7326, 7884
255, 7050, 7326, 7958
256, 7070, 7336, 7888
257, 7090, 7342, 7978
258, 7064, 7334, 7866
259, 7064, 7330, 7838
260, 7064, 7328, 7854
261, 7086, 7310, 7796
262, 7068, 7314, 7966
263, 7084, 7330, 7840
264, 7028, 7328, 7920
265, 7028, 7330, 7888
266, 7090, 7336, 7882
267, 7084, 7328, 7924
268, 7058, 7332, 7824
269, 7046, 7326, 7854
270, 7056, 7324, 7768
271, 7056, 7310, 7874
272, 7046, 7316, 7886
273, 7066, 7314, 7914
274, 7064, 7302, 7860
275, 7036, 7308, 7872
276, 7036, 7298, 7868
277, 7040, 7302, 8004
278, 7042, 7290, 7842
279, 7042, 7300, 7774
280, 7066, 7294, 7782
281, 7052, 7300, 8064
282, 7074, 7310, 7900
283, 7066, 7322, 7846
284, 7060, 7322, 7890
285, 7056, 7314, 7772
286, 7078, 7306, 7918
287, 7056, 7308, 7932
288, 7056, 7300, 7884
289, 7050, 7326, 7916
290, 7050, 7310, 7870
291, 7048, 7296, 7860
292, 7060, 7306, 7864
293, 7068, 7310, 7920
294, 7048, 7326, 7790
295, 7068, 7330, 7874
296, 7034, 7352, 7858
297, 7046, 7352, 7946
298, 7072, 7330, 7878
299, 7072, 7326, 7960
300, 7064, 7348, 7928
301, 7064, 7330, 7920
302, 7074, 7330, 7862
303, 7042, 7330, 7976
304, 7042, 7334, 7902
305, 7074, 7334, 7976
306, 7060, 7336, 7962
307, 7060, 7344, 7820
308, 7046, 7346, 7954
309, 7060, 7346, 7884
310, 7060, 7346, 7938
311, 7090, 7336, 7778
312, 7088, 7328, 7924
313, 7054, 7322, 7892
314, 7070, 7318, 7898
315, 7064, 7318, 7852
316, 7094, 7336, 8016
317, 7070, 7334, 7892
318, 7082, 7346, 7922
319, 7078, 7344, 7852
320, 7074, 7340, 7932
321, 7058, 7346, 7986
322, 7082, 7344, 7808
323, 7042, 7322, 7836
324, 7070, 7326, 7950
325, 7078, 7340, 7826
326, 7072, 7344, 7978
327, 7072, 7350, 7830
328, 7072, 7328, 7886
329, 7066, 7330, 7932
330, 7070, 7340, 8066
331, 7072, 7346, 7934
332, 7072, 7336, 7914
333, 7072, 7328, 7798
