0, 7412, 7764, 8182
1, 7278, 7652, 8004
2, 7278, 7576, 7986
3, 7272, 7510, 7936
4, 7236, 7468, 7878
5, 7238, 7424, 7782
6, 7192, 7400, 7810
7, 7094, 7378, 7812
8, 7094, 7348, 7808
9, 7094, 7336, 7758
10, 7094, 7312, 7722
11, 7058, 7274, 7776
12, 7050, 7230, 7738
13, 7016, 7174, 7670
14, 7016, 7130, 7732
15, 6976, 7104, 7710
16, 6972, 7078, 7718
17, 6972, 7050, 7638
18, 6968, 7024, 7536
19, 6942, 7020, 7688
20, 6950, 7008, 7658
21, 6940, 6990, 7602
22, 6950, 6976, 7552
23, 6940, 6972, 7688
24, 6932, 6968, 7676
25, 6940, 6964, 7596
26, 6940, 6954, 7516
27, 6938, 6950, 7580
28, 6938, 6946, 7566
29, 6938, 6946, 7626
30, 6936, 6944, 7734
31, 6934, 6940, 7728
32, 6934, 6940, 7824
33, 6934, 6938, 7604
34, 6930, 6938, 7466
35, 6930, 6938, 7570
36, 6930, 6938, 7594
37, 6928, 6936, 7638
38, 6930, 6936, 7636
39, 6930, 6934, 7472
40, 6930, 6930, 7600
41, 6930, 6930, 7604
42, 6930, 6930, 7546
43, 6930, 6930, 7702
44, 6930, 6930, 7632
45, 6930, 6930, 7548
46, 6930, 6930, 7654
47, 6926, 6930, 7584
48, 6926, 6930, 7568
49, 6926, 6930, 7624
50, 6926, 6930, 7748
51, 6926, 6930, 7630
52, 6926, 6930, 7736
53, 6926, 6926, 7604
54, 6926, 6926, 7774
55, 6926, 6926, 7646
56, 6926, 6926, 7542
57, 6926, 6926, 7596
58, 6926, 6926, 7590
59, 6926, 6926, 7660
60, 6926, 6926, 7676
61, 6926, 6926, 7636
62, 6926, 6926, 7554
63, 6926, 6926, 7526
64, 6926, 6926, 7596
65, 6926, 6926, 7616
66, 6926, 6926, 7678
67, 6926, 6926, 7754
68, 6926, 6926, 7618
69, 6926, 6926, 7514
70, 6926, 6926, 7620
71, 6926, 6926, 7588
72, 6926, 6926, 7700
73, 6926, 6926, 7478
74, 6926, 6926, 7384
75, 6926, 6926, 7716
76, 6926, 6926, 7642
77, 6926, 6926, 7606
78, 6926, 6926, 7632
79, 6926, 6926, 7576
80, 6926, 6926, 7606
81, 6926, 6926, 7510
82, 6926, 6926, 7676
83, 6926, 6926, 7476
84, 6926, 6926, 7630
85, 6926, 6926, 7626
86, 6926, 6926, 7776
87, 6926, 6926, 7446
88, 6926, 6926, 7716
89, 6926, 6926, 7452
90, 6926, 6926, 7590
91, 6926, 6926, 7642
92, 6926, 6926, 7572
93, 6926, 6926, 7650
94, 6926, 6926, 7624
95, 6926, 6926, 7532
96, 6926, 6926, 7686
97, 6926, 6926, 7512
98, 6926, 6926, 7598
99, 6926, 6926, 7582
100, 6926, 6926, 7494
